,acc_id,acc_date,acc_state,acc_city,industry_sector,device_type,num_injured
0,1007272,2009-04-05,CA,Anaheim,amusement ride,Track ride,1
1,918972,2009-02-05,FL,Naples,amusement ride,Flying carpet ride,1
2,919123,2008-11-08,CA,Buena Park,amusement ride,Coaster - steel,1
3,919095,2008-11-01,CA,Anaheim,amusement ride,Spinning cups/tubs,1
4,919094,2008-10-29,CA,Anaheim,amusement ride,Spinning cups/tubs,1
5,917423,2008-10-24,CA,Anaheim,amusement ride,Carousel,1
6,919071,2008-10-19,CA,Anaheim,amusement ride,Coaster - steel,1
7,919075,2008-10-17,CA,Anaheim,amusement ride,Track ride,1
8,919125,2008-10-15,CA,Buena Park,amusement ride,Coaster - wooden,1
9,919087,2008-10-14,CA,Anaheim,amusement ride,Plane/jet/helicopter,1
10,919130,2008-10-12,CA,Buena Park,amusement ride,Flume ride,1
11,919070,2008-10-11,CA,Los Angeles,amusement ride,Coaster - wooden,1
12,919194,2008-10-05,CA,Los Angeles,amusement ride,Coaster - steel,1
13,919055,2008-10-04,CA,Riverside,amusement ride,Orbiter/octopus-type,1
14,919115,2008-10-03,CA,Anaheim,amusement ride,Simulator,1
15,919196,2008-10-01,CA,Los Angeles,amusement ride,Coaster - steel,1
16,919057,2008-09-27,CA,Upland,amusement ride,Bumper boat,1
17,919074,2008-09-26,CA,Anaheim,amusement ride,Drop tower,1
18,919127,2008-09-26,CA,Buena Park,amusement ride,Coaster - wooden,1
19,919096,2008-09-21,CA,Anaheim,amusement ride,Coaster - steel,1
20,919097,2008-09-21,CA,Anaheim,amusement ride,Coaster - steel,1
21,919076,2008-09-20,CA,Anaheim,amusement ride,Bumper car,1
22,919128,2008-09-20,CA,Buena Park,amusement ride,Flipping platform,1
23,919126,2008-09-18,CA,Buena Park,amusement ride,Coaster - wooden,1
24,919081,2008-09-14,CA,Anaheim,amusement ride,Track ride,1
25,919056,2008-09-13,CA,Anaheim,amusement ride,Plane/jet/helicopter,1
26,919102,2008-09-12,CA,Anaheim,amusement ride,Boat ride,1
27,919092,2008-09-09,CA,Anaheim,amusement ride,Carousel,1
28,919106,2008-09-08,CA,Anaheim,amusement ride,Coaster - steel,1
29,919110,2008-09-07,CA,Anaheim,amusement ride,Coaster - steel,1
30,919073,2008-09-06,CA,Anaheim,amusement ride,Rafting ride,1
31,919089,2008-09-06,CA,Anaheim,amusement ride,Boat ride,1
32,919078,2008-09-05,CA,Anaheim,amusement ride,Plane/jet/helicopter,1
33,919105,2008-09-01,CA,Anaheim,amusement ride,Boat ride,1
34,919157,2008-09-01,CA,San Dimas,water park,Aquatic play area,1
35,919164,2008-09-01,CA,San Diego,amusement ride,Spinning cups/tubs,1
36,919100,2008-08-31,CA,Anaheim,amusement ride,Coaster - steel,1
37,919080,2008-08-30,CA,Anaheim,amusement ride,Coaster - steel,1
38,919088,2008-08-30,CA,Anaheim,amusement ride,Track ride,1
39,919147,2008-08-30,CA,San Dimas,water park,Continuous wave,1
40,919183,2008-08-30,CA,Los Angeles,water park,Tube slide,1
41,919109,2008-08-28,CA,Anaheim,amusement ride,Coaster - steel,1
42,919210,2008-08-28,CA,Irvine,water park,Tube slide,1
43,919077,2008-08-27,CA,Anaheim,amusement ride,Track ride,1
44,919091,2008-08-27,CA,Anaheim,amusement ride,Boat ride,1
45,919151,2008-08-26,CA,San Dimas,water park,Mat slide,1
46,919108,2008-08-25,CA,Anaheim,amusement ride,Coaster - steel,1
47,919101,2008-08-23,CA,Anaheim,amusement ride,Track ride,1
48,919086,2008-08-22,CA,Anaheim,amusement ride,Train/tram,1
49,919122,2008-08-21,CA,Buena Park,amusement ride,Rafting ride,1
50,919129,2008-08-19,CA,Buena Park,amusement ride,Track ride,1
51,919158,2008-08-19,CA,San Dimas,water park,Aquatic play area,1
52,919124,2008-08-18,CA,Buena Park,amusement ride,Coaster - steel,1
53,919133,2008-08-18,CA,Buena Park,water park,Wave pool,1
54,919134,2008-08-17,CA,Buena Park,water park,Wave pool,1
55,919131,2008-08-15,CA,Buena Park,amusement ride,Coaster - steel,1
56,919136,2008-08-15,CA,Palm Springs,water park,Water slide - undefined,1
57,1005752,2008-08-15,WI,Phillips,amusement ride,Sizzler/scrambler,2
58,919082,2008-08-11,CA,Anaheim,amusement ride,Train/tram,1
59,919199,2008-08-10,CA,Los Angeles,amusement ride,Shoot the chute,1
60,919121,2008-08-04,CA,Buena Park,amusement ride,Rafting ride,1
61,919197,2008-08-03,CA,Los Angeles,amusement ride,Simulator,1
62,1005751,2008-08-03,WI,West Allis,unknown,Unknown,1
63,919156,2008-08-02,CA,San Dimas,water park,Mat slide,1
64,919160,2008-08-02,CA,Lake Gregory,water park,Water slide - undefined,1
65,919178,2008-07-29,CA,Los Angeles,water park,Lazy river,1
66,919189,2008-07-29,CA,Los Angeles,water park,Funnel,1
67,919065,2008-07-27,CA,Escondido,amusement ride,Carousel,1
68,919161,2008-07-27,CA,Lake Gregory,water park,Water slide - undefined,1
69,919145,2008-07-26,CA,San Jose,water park,Body slide,1
70,919155,2008-07-26,CA,San Dimas,water park,Mat slide,1
71,919201,2008-07-26,CA,Los Angeles,amusement ride,Coaster - steel,1
72,919135,2008-07-25,CA,Palm Springs,water park,Water slide - undefined,1
73,919174,2008-07-23,CA,Los Angeles,water park,Water slide - undefined,1
74,919085,2008-07-22,CA,Anaheim,amusement ride,Train/tram,1
75,919154,2008-07-21,CA,San Dimas,water park,Mat slide,1
76,919165,2008-07-21,CA,Los Angeles,water park,Mat slide,1
77,919119,2008-07-19,CA,Buena Park,amusement ride,Rafting ride,1
78,919209,2008-07-19,CA,Irvine,water park,Water slide - undefined,1
79,919198,2008-07-15,CA,Los Angeles,amusement ride,Simulator,1
80,919140,2008-07-13,CA,Carlsbad,amusement ride,Drop tower,1
81,919208,2008-07-13,CA,Irvine,water park,Water slide - undefined,1
82,919138,2008-07-12,CA,Palm Springs,water park,Wave pool,1
83,919153,2008-07-12,CA,San Dimas,water park,Mat slide,1
84,919064,2008-07-11,CA,Escondido,amusement ride,Carousel,1
85,919144,2008-07-11,CA,San Dimas,water park,Tube slide,1
86,919192,2008-07-08,CA,Los Angeles,amusement ride,Flume ride,1
87,919193,2008-07-06,CA,Los Angeles,amusement ride,Coaster - steel,1
88,919139,2008-07-05,CA,Palm Springs,water park,Water slide - undefined,1
89,919072,2008-07-04,CA,Anaheim,amusement ride,Coaster - steel,1
90,919207,2008-07-04,CA,Irvine,water park,Bowl slide,1
91,919152,2008-07-03,CA,San Dimas,water park,Mat slide,1
92,919204,2008-07-03,CA,Los Angeles,amusement ride,Simulator,1
93,919159,2008-07-02,CA,San Jose,water park,Body slide,1
94,919099,2008-07-01,CA,Anaheim,amusement ride,Coaster - steel,1
95,919149,2008-07-01,CA,San Dimas,water park,Continuous wave,1
96,919200,2008-06-30,CA,Los Angeles,amusement ride,Shoot the chute,1
97,1005749,2008-06-29,WI,Milwaukee,amusement ride,Sky ride/ski lift,1
98,919205,2008-06-28,CA,Vista,water park,Tube slide,1
99,919150,2008-06-26,CA,San Dimas,water park,Aquatic play area,1
100,919146,2008-06-25,CA,San Dimas,water park,Bowl slide,1
101,919162,2008-06-25,CA,San Diego,amusement ride,Flume ride,1
102,919142,2008-06-23,CA,Carlsbad,amusement ride,Robotic ride,1
103,919143,2008-06-23,CA,Carlsbad,amusement ride,Boat ride,1
104,919163,2008-06-23,CA,San Diego,amusement ride,Flume ride,1
105,919195,2008-06-23,CA,Los Angeles,amusement ride,Coaster - steel,1
106,919117,2008-06-15,CA,Anaheim,amusement ride,Boat ride,1
107,919120,2008-06-15,CA,Buena Park,amusement ride,Rafting ride,1
108,919203,2008-06-14,CA,Los Angeles,amusement ride,Coaster - steel,1
109,918584,2008-06-10,CA,San Dimas,water park,Tube slide,1
110,919141,2008-06-08,CA,Carlsbad,amusement ride,Robotic ride,1
111,919202,2008-06-03,CA,Los Angeles,amusement ride,Coaster - steel,1
112,919084,2008-06-02,CA,Anaheim,amusement ride,Train/tram,1
113,919166,2008-06-02,CA,Los Angeles,water park,Speed slide,1
114,919083,2008-06-01,CA,Anaheim,amusement ride,Train/tram,1
115,918863,2008-05-30,CA,Los Angeles,amusement ride,Shoot the chute,1
116,919111,2008-05-30,CA,Anaheim,amusement ride,Flume ride,1
117,918137,2008-05-29,CA,Buena Park,amusement ride,Coaster - steel,1
118,918681,2008-05-29,CA,Santa Barbara,amusement ride,Train/tram,1
119,918826,2008-05-27,CA,Los Angeles,amusement ride,Simulator,1
120,918820,2008-05-26,CA,Los Angeles,amusement ride,Simulator,1
121,918900,2008-05-26,CA,Los Angeles,amusement ride,Simulator,1
122,919079,2008-05-25,CA,Anaheim,amusement ride,Plane/jet/helicopter,1
123,918093,2008-05-24,CA,Buena Park,amusement ride,Track ride,1
124,919114,2008-05-24,CA,Anaheim,amusement ride,Flume ride,1
125,918684,2008-05-23,CA,San Diego,amusement ride,Spinning cups/tubs,1
126,918712,2008-05-21,CA,Los Angeles,amusement ride,Himalaya-type,1
127,919090,2008-05-21,CA,Anaheim,amusement ride,Boat ride,1
128,919104,2008-05-18,CA,Anaheim,amusement ride,Boat ride,1
129,918536,2008-05-17,CA,San Dimas,water park,Lazy river,1
130,919107,2008-05-16,CA,Anaheim,amusement ride,Coaster - steel,1
131,919113,2008-05-16,CA,Anaheim,amusement ride,Flume ride,1
132,919093,2008-05-14,CA,Anaheim,amusement ride,Carousel,1
133,918679,2008-05-13,CA,Escondido,amusement ride,Carousel,1
134,919132,2008-05-13,CA,Escondido,amusement ride,Carousel,1
135,918632,2008-05-10,CA,San Dimas,water park,Speed slide,1
136,919112,2008-05-10,CA,Anaheim,amusement ride,Flume ride,1
137,917967,2008-05-09,CA,Universal City,recreation,Indoor skydiving,1
138,918410,2008-04-27,CA,Carlsbad,amusement ride,Track ride,1
139,917472,2008-04-26,CA,Anaheim,amusement ride,Drop tower,1
140,918788,2008-04-25,CA,Los Angeles,amusement ride,Coaster - steel,1
141,917828,2008-04-21,CA,Anaheim,amusement ride,Coaster - steel,1
142,917827,2008-04-20,CA,Anaheim,amusement ride,Coaster - steel,1
143,917803,2008-04-19,CA,Anaheim,amusement ride,Track ride,1
144,917968,2008-04-19,CA,Universal City,recreation,Indoor skydiving,1
145,918050,2008-04-19,CA,Buena Park,amusement ride,Coaster - wooden,1
146,918076,2008-04-19,CA,Buena Park,amusement ride,Spinning cups/tubs,1
147,919098,2008-04-19,CA,Anaheim,amusement ride,Coaster - steel,1
148,1000102,2008-04-13,CO,Aurora,amusement ride,Spinning cups/tubs,2
149,917453,2008-04-11,CA,Anaheim,amusement ride,Ferris/gondola wheel,1
150,917794,2008-04-11,CA,Anaheim,amusement ride,Coaster - steel,1
151,918051,2008-04-11,CA,Buena Park,amusement ride,Coaster - wooden,1
152,917824,2008-04-10,CA,Anaheim,amusement ride,Coaster - steel,1
153,918391,2008-04-10,CA,Carlsbad,amusement ride,Plane/jet/helicopter,1
154,917592,2008-04-08,CA,Anaheim,amusement ride,Train/tram,1
155,919063,2008-04-08,CA,Carlsbad,amusement ride,Plane/jet/helicopter,1
156,917313,2008-04-06,CA,Anaheim,amusement ride,Coaster - steel,1
157,917311,2008-04-04,CA,Anaheim,amusement ride,Coaster - steel,1
158,918894,2008-04-03,CA,Los Angeles,amusement ride,Coaster - steel,1
159,917307,2008-04-01,CA,Anaheim,amusement ride,Coaster - steel,1
160,917752,2008-04-01,CA,Anaheim,amusement ride,Boat ride,1
161,917884,2008-04-01,CA,Anaheim,amusement ride,Flume ride,1
162,918895,2008-04-01,CA,Los Angeles,amusement ride,Coaster - steel,1
163,917388,2008-03-30,CA,Anaheim,amusement ride,Swing ride,1
164,917304,2008-03-27,CA,Anaheim,amusement ride,Coaster - steel,1
165,917473,2008-03-24,CA,Anaheim,amusement ride,Drop tower,1
166,918698,2008-03-23,CA,San Diego,amusement ride,Flume ride,1
167,918111,2008-03-21,CA,Buena Park,amusement ride,Shoot the chute,1
168,919137,2008-03-20,CA,Palm Springs,water park,Wave pool,1
169,917301,2008-03-18,CA,Anaheim,amusement ride,Coaster - steel,1
170,917819,2008-03-17,CA,Anaheim,amusement ride,Coaster - steel,1
171,918760,2008-03-15,CA,Los Angeles,amusement ride,Coaster - steel,1
172,917578,2008-03-14,CA,Anaheim,amusement ride,Coaster - steel,1
173,917958,2008-03-13,CA,Anaheim,amusement ride,Track ride,1
174,917816,2008-03-12,CA,Anaheim,amusement ride,Coaster - steel,1
175,917969,2008-03-12,CA,Universal City,recreation,Indoor skydiving,1
176,919103,2008-03-09,CA,Anaheim,amusement ride,Boat ride,1
177,917585,2008-03-08,CA,Anaheim,amusement ride,Track ride,1
178,917795,2008-03-03,CA,Anaheim,amusement ride,Track ride,1
179,917814,2008-03-01,CA,Anaheim,amusement ride,Coaster - steel,1
180,918437,2008-03-01,CA,Santa Monica,amusement ride,Drop tower,1
181,917624,2008-02-28,CA,Anaheim,amusement ride,Boat ride,1
182,918139,2008-02-23,CA,Buena Park,amusement ride,Coaster - steel,1
183,917623,2008-02-21,CA,Anaheim,amusement ride,Boat ride,1
184,917796,2008-02-19,CA,Anaheim,amusement ride,Track ride,1
185,918870,2008-02-19,CA,Los Angeles,amusement ride,Shoot the chute,1
186,917802,2008-02-18,CA,Anaheim,amusement ride,Track ride,1
187,917616,2008-02-17,CA,Anaheim,amusement ride,Train/tram,1
188,917798,2008-02-11,CA,Anaheim,amusement ride,Boat ride,1
189,917438,2008-02-09,CA,Anaheim,amusement ride,Swing ride,1
190,917577,2008-02-05,CA,Anaheim,amusement ride,Coaster - steel,1
191,917970,2008-02-05,CA,Universal City,recreation,Indoor skydiving,1
192,918162,2008-02-02,CA,Buena Park,amusement ride,Flume ride,1
193,918198,2008-02-02,CA,Buena Park,amusement ride,Coaster - steel,1
194,917384,2008-01-30,CA,Anaheim,amusement ride,Spinning cups/tubs,1
195,917437,2008-01-30,CA,Anaheim,amusement ride,Coaster - steel,1
196,917797,2008-01-28,CA,Anaheim,amusement ride,Boat ride,1
197,918390,2008-01-25,CA,Carlsbad,amusement ride,Boat ride,1
198,917809,2008-01-23,CA,Anaheim,amusement ride,Coaster - steel,1
199,917971,2008-01-23,CA,Universal City,recreation,Indoor skydiving,1
200,917386,2008-01-20,CA,Anaheim,amusement ride,Swing ride,1
201,918871,2008-01-18,CA,Los Angeles,amusement ride,Shoot the chute,1
202,918112,2008-01-13,CA,Buena Park,amusement ride,Shoot the chute,1
203,918199,2008-01-13,CA,Buena Park,amusement ride,Coaster - steel,1
204,917478,2008-01-06,CA,Anaheim,amusement ride,Drop tower,1
205,917878,2008-01-02,CA,Anaheim,amusement ride,Flume ride,1
206,917966,2007-12-30,CA,Universal City,recreation,Indoor skydiving,1
207,917004,2007-12-29,FL,0,recreation,Go-kart,1
208,917576,2007-12-28,CA,Anaheim,amusement ride,Coaster - steel,1
209,917023,2007-12-27,FL,0,amusement ride,Claw-type,1
210,917030,2007-12-27,FL,0,recreation,Indoor skydiving,1
211,918006,2007-12-27,CA,Buena Park,amusement ride,Coaster - wooden,1
212,918680,2007-12-27,CA,Escondido,amusement ride,Carousel,1
213,917373,2007-12-24,CA,Anaheim,amusement ride,Coaster - steel,1
214,917999,2007-12-24,CA,Buena Park,amusement ride,Roundabout,1
215,917873,2007-12-23,CA,Anaheim,amusement ride,Coaster - steel,1
216,917003,2007-12-22,FL,0,recreation,Go-kart,1
217,917726,2007-12-21,CA,Anaheim,amusement ride,Track ride,1
218,917871,2007-12-17,CA,Anaheim,amusement ride,Coaster - steel,1
219,917804,2007-12-16,CA,Anaheim,amusement ride,Track ride,1
220,916251,2007-12-15,NJ,Egg Harbor Twp.,recreation,Inflatable obstacle course,1
221,918009,2007-12-15,CA,Buena Park,amusement ride,Coaster - wooden,1
222,917630,2007-12-14,CA,Anaheim,amusement ride,Boat ride,1
223,917934,2007-12-14,CA,Anaheim,amusement ride,Flume ride,1
224,917575,2007-12-12,CA,Anaheim,amusement ride,Coaster - steel,1
225,916250,2007-12-07,NJ,Egg Harbor Twp.,recreation,Inflatable slide,1
226,916856,2007-12-07,FL,Orlando,recreation,Water ski tow,1
227,917615,2007-12-05,CA,Anaheim,amusement ride,Train/tram,1
228,918146,2007-12-03,CA,Buena Park,amusement ride,Flume ride,1
229,918011,2007-12-02,CA,Buena Park,amusement ride,Coaster - wooden,1
230,918125,2007-12-02,CA,Buena Park,amusement ride,Coaster - steel,1
231,917002,2007-12-01,FL,Dania Beach,recreation,Go-kart,1
232,917932,2007-11-27,CA,Anaheim,amusement ride,Flume ride,1
233,917629,2007-11-26,CA,Anaheim,amusement ride,Boat ride,1
234,917628,2007-11-25,CA,Anaheim,amusement ride,Boat ride,1
235,917655,2007-11-25,CA,Anaheim,amusement ride,Track ride,1
236,917001,2007-11-24,FL,0,recreation,Go-kart,1
237,917456,2007-11-24,CA,Anaheim,amusement ride,Drop tower,1
238,916855,2007-11-23,FL,0,unknown,Unknown,1
239,917000,2007-11-23,FL,0,recreation,Go-kart,1
240,916999,2007-11-22,FL,Dania Beach,recreation,Go-kart,1
241,918128,2007-11-22,CA,Buena Park,amusement ride,Coaster - steel,1
242,917173,2007-11-21,AR,Stuttgart,amusement ride,Orbiter/octopus-type,1
243,917801,2007-11-20,CA,Anaheim,amusement ride,Boat ride,1
244,916249,2007-11-18,NJ,Cherry Hill,recreation,Play structure,1
245,916854,2007-11-17,FL,0,unknown,Unknown,1
246,916858,2007-11-17,FL,0,amusement ride,Bumper car,1
247,916998,2007-11-17,FL,0,recreation,Go-kart,1
248,916741,2007-11-16,IL,0,recreation,Inflatable slide,1
249,916997,2007-11-04,FL,0,recreation,Go-kart,1
250,917574,2007-11-04,CA,Anaheim,amusement ride,Coaster - steel,1
251,916996,2007-11-03,FL,Dania Beach,recreation,Go-kart,1
252,917252,2007-11-03,CA,Riverside,amusement ride,Rotor/gravitron,1
253,917614,2007-11-03,CA,Anaheim,amusement ride,Train/tram,1
254,917928,2007-11-02,CA,Anaheim,amusement ride,Flume ride,1
255,918014,2007-11-02,CA,Buena Park,amusement ride,Coaster - wooden,1
256,917483,2007-10-31,CA,Anaheim,amusement ride,Bumper car,1
257,917863,2007-10-31,CA,Anaheim,amusement ride,Coaster - steel,1
258,918879,2007-10-29,CA,Los Angeles,amusement ride,Coaster - steel,1
259,918016,2007-10-28,CA,Buena Park,amusement ride,Coaster - wooden,1
260,918425,2007-10-27,CA,Los Angeles,amusement ride,Carousel,1
261,918832,2007-10-27,CA,Los Angeles,amusement ride,Shoot the chute,1
262,917800,2007-10-25,CA,Anaheim,amusement ride,Boat ride,1
263,916995,2007-10-21,FL,0,recreation,Go-kart,1
264,917042,2007-10-21,FL,0,amusement ride,Tilt-a-whirl/waltzer,1
265,916994,2007-10-20,FL,Jacksonville,recreation,Go-kart,1
266,917019,2007-10-20,FL,0,amusement ride,Orbiter/octopus-type,1
267,917534,2007-10-20,CA,Anaheim,amusement ride,Car ride,1
268,916742,2007-10-18,IL,0,amusement ride,Roundabout,1
269,917650,2007-10-18,CA,Anaheim,amusement ride,Track ride,1
270,917862,2007-10-18,CA,Anaheim,amusement ride,Coaster - steel,1
271,918166,2007-10-16,CA,Buena Park,amusement ride,Coaster - family/kiddie,1
272,917026,2007-10-15,FL,0,amusement ride,Wheel w/spinning cars,1
273,917649,2007-10-15,CA,Anaheim,amusement ride,Track ride,1
274,916247,2007-10-14,NJ,Cherry Hill,recreation,Go-kart,2
275,917145,2007-10-14,FL,0,water park,Water slide - undefined,1
276,917248,2007-10-14,CA,Riverside,amusement ride,Ferris/gondola wheel,1
277,916993,2007-10-13,FL,0,recreation,Go-kart,1
278,917037,2007-10-13,FL,0,amusement ride,Coaster - wooden,1
279,917613,2007-10-13,CA,Anaheim,amusement ride,Train/tram,1
280,918096,2007-10-13,CA,Buena Park,amusement ride,Coaster - steel,1
281,919384,2007-10-13,CA,Santa Clara,amusement ride,Coaster - wooden,1
282,913914,2007-10-12,KY,0,amusement ride,Train/tram,1
283,917158,2007-10-12,OK,0,recreation,Go-kart,1
284,917627,2007-10-12,CA,Anaheim,amusement ride,Boat ride,1
285,917923,2007-10-12,CA,Anaheim,amusement ride,Flume ride,1
286,917397,2007-10-08,CA,Anaheim,amusement ride,Rafting ride,1
287,916245,2007-10-07,NJ,Jackson,amusement ride,Coaster - steel,1
288,917725,2007-10-07,CA,Anaheim,amusement ride,Track ride,1
289,916242,2007-10-06,NJ,Marlton,recreation,Inflatable obstacle course,1
290,916243,2007-10-06,NJ,Bayonne,recreation,Inflatable obstacle course,1
291,916244,2007-10-06,NJ,Cherry Hill,recreation,Go-kart,1
292,916853,2007-10-06,FL,0,unknown,Unknown,1
293,920079,2007-10-06,CA,Vallejo,amusement ride,Coaster - steel,1
294,916804,2007-10-03,OK,Tulsa,amusement ride,Coaster - steel,3
295,916805,2007-10-02,OK,0,amusement ride,Car ride,1
296,916806,2007-10-02,OK,0,amusement ride,Walk-through,1
297,916812,2007-10-02,OK,0,recreation,Slide,1
298,917724,2007-10-02,CA,Anaheim,amusement ride,Track ride,1
299,918126,2007-10-01,CA,Buena Park,amusement ride,Coaster - steel,1
300,913885,2007-09-30,KY,0,amusement ride,Wheel w/spinning cars,1
301,916539,2007-09-30,TX,0,amusement ride,Coaster - steel,1
302,916239,2007-09-29,NJ,Egg Harbor Twp.,recreation,Inflatable slide,1
303,916807,2007-09-29,OK,0,amusement ride,Car ride,1
304,916538,2007-09-28,TX,0,recreation,Go-kart,1
305,917435,2007-09-28,CA,Anaheim,amusement ride,Drop tower,1
306,916808,2007-09-27,OK,0,amusement ride,Coaster - family/kiddie,1
307,916809,2007-09-27,OK,0,amusement ride,Plane/jet/helicopter,1
308,917626,2007-09-27,CA,Anaheim,amusement ride,Boat ride,1
309,916810,2007-09-26,OK,0,recreation,Go-kart,1
310,917788,2007-09-25,CA,Anaheim,amusement ride,Carousel,1
311,916811,2007-09-24,OK,Tulsa,amusement ride,Coaster - steel,1
312,913915,2007-09-23,KY,0,amusement ride,Coaster - family/kiddie,1
313,916238,2007-09-23,NJ,Cherry Hill,recreation,Play structure,1
314,917436,2007-09-23,CA,Anaheim,amusement ride,Coaster - steel,1
315,917571,2007-09-23,CA,Anaheim,amusement ride,Coaster - steel,1
316,916731,2007-09-21,OH,0,recreation,Inflatable obstacle course,1
317,919116,2007-09-20,CA,Anaheim,amusement ride,Simulator,1
318,916237,2007-09-19,NJ,Sewell,recreation,Inflatable game,1
319,917920,2007-09-19,CA,Anaheim,amusement ride,Flume ride,1
320,916813,2007-09-16,OK,0,amusement ride,Orbiter/octopus-type,1
321,916814,2007-09-16,OK,0,amusement ride,Walk-through,1
322,917723,2007-09-16,CA,Anaheim,amusement ride,Track ride,1
323,917799,2007-09-16,CA,Anaheim,amusement ride,Boat ride,1
324,919368,2007-09-16,CA,San Jose,water park,Speed slide,1
325,919707,2007-09-16,CA,Gilroy,amusement ride,Spinning cups/tubs,1
326,913916,2007-09-15,KY,0,recreation,Play structure,1
327,913987,2007-09-15,PA,0,water park,Continuous wave,1
328,913988,2007-09-15,PA,0,water park,Continuous wave,1
329,916236,2007-09-15,NJ,Cherry Hill,recreation,Go-kart,1
330,916533,2007-09-15,TX,0,water park,Speed slide,1
331,916534,2007-09-15,TX,0,recreation,Go-kart,3
332,916535,2007-09-15,TX,0,amusement ride,Coaster - steel,1
333,916740,2007-09-15,IL,0,recreation,Slide,1
334,919366,2007-09-15,CA,Pleasanton,water park,Mat slide,1
335,919367,2007-09-15,CA,Sacramento,water park,Tube slide,1
336,919787,2007-09-15,CA,Santa Clara,amusement ride,Himalaya-type,1
337,916992,2007-09-14,FL,0,recreation,Go-kart,1
338,916532,2007-09-09,TX,0,water park,Speed slide,1
339,917354,2007-09-09,CA,Anaheim,amusement ride,Coaster - steel,1
340,918105,2007-09-09,CA,Buena Park,amusement ride,Shoot the chute,1
341,918254,2007-09-09,CA,Buena Park,water park,Tube slide,1
342,918687,2007-09-09,CA,San Diego,amusement ride,Flume ride,1
343,918708,2007-09-09,CA,San Diego,amusement ride,Spinning tower ride,1
344,913986,2007-09-08,PA,0,amusement ride,Coaster - wooden,1
345,916530,2007-09-08,TX,0,amusement ride,Coaster - steel,1
346,916531,2007-09-08,TX,0,water park,Water coaster,1
347,916852,2007-09-08,FL,0,unknown,Unknown,1
348,917144,2007-09-08,FL,Jacksonville,water park,Wave pool,1
349,917859,2007-09-08,CA,Anaheim,amusement ride,Coaster - steel,1
350,918181,2007-09-08,CA,Buena Park,amusement ride,Trabant,1
351,918286,2007-09-08,CA,Buena Park,water park,Wave pool,1
352,918370,2007-09-08,CA,Carlsbad,amusement ride,Boat ride,1
353,918442,2007-09-08,CA,Santa Monica,amusement ride,Sizzler/scrambler,1
354,918574,2007-09-08,CA,San Dimas,water park,Continuous wave,1
355,917767,2007-09-05,CA,Anaheim,amusement ride,Boat ride,1
356,917044,2007-09-04,FL,0,amusement ride,Train/tram,1
357,913985,2007-09-03,PA,0,water park,Aquatic play area,1
358,916225,2007-09-03,NJ,Seaside Heights,water park,Aquatic play area,1
359,916226,2007-09-03,NJ,Seaside Heights,recreation,Go-kart,1
360,916528,2007-09-03,TX,0,amusement ride,Coaster - steel,1
361,916529,2007-09-03,TX,0,amusement ride,Coaster - steel,1
362,917143,2007-09-03,FL,Silver Springs,water park,Water slide - undefined,1
363,917625,2007-09-03,CA,Anaheim,amusement ride,Boat ride,1
364,919206,2007-09-03,CA,Vista,water park,Tube slide,1
365,913873,2007-09-02,PA,0,amusement ride,Train/tram,1
366,916224,2007-09-02,NJ,Seaside Heights,recreation,Inflatable obstacle course,1
367,916227,2007-09-02,NJ,Jackson,recreation,Go-kart,1
368,916228,2007-09-02,NJ,Garfield,water park,Mat slide,1
369,918553,2007-09-02,CA,San Dimas,water park,Tube slide,1
370,918575,2007-09-02,CA,San Dimas,water park,Continuous wave,1
371,919148,2007-09-02,CA,San Dimas,water park,Continuous wave,1
372,919697,2007-09-02,CA,Pleasanton,water park,Mat slide,1
373,919775,2007-09-02,CA,Roseville,water park,Tube slide,1
374,913983,2007-09-01,PA,0,water park,Continuous wave,1
375,913984,2007-09-01,PA,0,water park,Aquatic play area,1
376,916229,2007-09-01,NJ,Toms River,water park,Aquatic play area,1
377,917142,2007-09-01,FL,Jacksonville,water park,Water slide - undefined,1
378,920026,2007-09-01,CA,San Jose,water park,Speed slide,1
379,1005748,2007-09-01,WI,Twin Lakes,recreation,Inflatable slide,1
380,916230,2007-08-31,NJ,Vernon,water park,Family raft slide,1
381,918084,2007-08-31,CA,Buena Park,amusement ride,Spinning pendulum,1
382,913877,2007-08-30,PA,0,amusement ride,Whip,1
383,916221,2007-08-30,NJ,Seaside Heights,water park,Aquatic play area,1
384,916222,2007-08-30,NJ,Seaside Heights,water park,Mat slide,1
385,916223,2007-08-30,NJ,Vernon,water park,Aquatic play area,1
386,916231,2007-08-30,NJ,Clementon,amusement ride,Himalaya-type,1
387,918831,2007-08-30,CA,Los Angeles,amusement ride,Shoot the chute,1
388,913982,2007-08-29,PA,0,water park,Aquatic play area,1
389,916219,2007-08-29,NJ,Egg Harbor Township,amusement ride,Coaster - family/kiddie,1
390,916220,2007-08-29,NJ,Seaside Heights,recreation,Bungee trampoline,1
391,916233,2007-08-29,NJ,Clementon,water park,Mat slide,1
392,916213,2007-08-28,NJ,Vernon,water park,Aquatic play area,1
393,916214,2007-08-28,NJ,Piscataway,amusement ride,Bumper boat,1
394,916215,2007-08-28,NJ,Pt. Pleasant Beach,amusement ride,Swing ride,1
395,916232,2007-08-28,NJ,Clementon,amusement ride,Wheel w/spinning cars,1
396,916206,2007-08-27,NJ,Clementon,amusement ride,Flume ride,1
397,916216,2007-08-27,NJ,Garfield,water park,Mat slide,1
